Penn_ID_prsn,Emp_Status,Emp_ Status_Date,Full_Part_Time,Exempt_Status,Emp_Age,Emp_Gender,Primary_Position_Name,Primary_Job_Profile_ID,Primary_Job_Profile_Name,Salary_Code,Personnel_Class,Visa_Type,NSO_completion_percent,Supervisory_status,Assignment_Date,Access_Date,Completion_Date,NSO_Complete_Code,Days_to_complete,Days_to_access,Manager_Penn_Id,SUP_Employee_Type,Supervisor_Domains,SUP_Job_Code_Description,SUP_Learning
19485590,A,43531,F,E,50,F,Staff Assistant C,399035,Staff Assistant C,2,AP,NA,100,NA,3/9/2019,3/12/2019,3/13/2019,1,4,3,10002897,UP.FAC,UNIV,PROFESSOR,0
22799541,A,43654,F,E,29,M,"Specialist, Clinical Data",320095,"Specialist, Clinical Data",2,AP,NA,53.85,NA,7/11/2019,7/15/2019,1/0/1900,0,NA,4,10218942,UP.STAF,DUAL,ASSOCIATE DIRECTOR E,1
88546367,A,43535,F,E,34,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,30.77,NA,3/12/2019,3/14/2019,1/0/1900,0,NA,2,10089290,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,2
54809446,A,43713,F,E,45,F,Grants Manager A,355802,Grants Manager A,2,AP,NA,100,NA,9/6/2019,9/19/2019,9/24/2019,1,18,13,10060637,UP.STAF,DUAL,"DIRECTOR, FISCAL OPERATIO",0
19354141,A,43647,F,E,29,F,Medical Physicist Trainee,399033,Medical Physicist Trainee,2,AP,NA,100,NA,7/5/2019,8/5/2019,8/5/2019,1,31,31,55430950,UP.FAC,UNIV,"ASSOCIATE PROFESSOR, CLIN",0
26119279,A,43374,F,E,53,F,Research Specialist C,320030,Research Specialist C,2,AP,LPR,0,NA,11/14/2018,NA,1/0/1900,0,NA,NA,51692997,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
72586879,A,43412,F,E,25,F,Statistical Analyst A,340430,Statistical Analyst A,2,AP,NA,100,NA,11/14/2018,11/15/2018,11/20/2018,1,6,1,37499333,UP.FAC,UNIV,"ASSOCIATE PROFESSOR, CLIN",1
63816556,A,43711,F,E,29,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,9/4/2019,9/4/2019,9/4/2019,1,0,0,10256331,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
78573215,L,43741,F,E,27,M,Application Developer B,340181,Application Developer B,2,AP,NA,100,#N/A,11/21/2018,11/26/2018,12/10/2018,1,19,5,81345627,UP.FAC,UNIV,PROFESSOR,0
10140584,A,43479,F,E,43,F,Staff Assistant C,399035,Staff Assistant C,2,AP,NA,0,NA,1/15/2019,NA,1/0/1900,0,NA,NA,50074085,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
10213741,A,43654,F,E,58,F,Resource Technologist B,320103,Resource Technologist B,2,AP,NA,100,NA,7/11/2019,7/15/2019,7/17/2019,1,6,4,34583716,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,1
74020355,A,43563,F,E,36,M,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,4/9/2019,4/10/2019,4/10/2019,1,1,1,48332687,UP.STAF,UNIV,DIRECTOR B,2
47690083,A,43525,F,E,25,F,Resource Technologist B,320103,Resource Technologist B,2,AP,NA,100,NA,3/2/2019,3/7/2019,3/25/2019,1,23,5,55492781,UP.SRS,UNIV,No job record,2
81856874,A,43752,F,E,30,F,Research Specialist D,320035,Research Specialist D,2,AP,NA,100,NA,10/26/2019,10/28/2019,11/11/2019,1,16,2,10019916,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
48362817,A,43773,F,E,28,F,Grants Manager A,355802,Grants Manager A,2,AP,NA,0,NA,11/6/2019,NA,1/0/1900,0,NA,NA,34184023,UP.STAF,UNIV,"MANAGER, ADMINISTRATION A",0
22781893,A,43711,F,E,25,F,Data Analyst C,340106,Data Analyst C,2,AP,F-1,0,NA,10/21/2019,NA,1/0/1900,0,NA,NA,10217612,UP.FAC,DUAL,PROFESSOR,0
77918049,A,43480,F,E,39,M,Assistant Manager B,130085,Assistant Manager B,2,AP,NA,100,NA,1/18/2019,1/23/2019,1/25/2019,1,7,5,10006914,UP.STAF,UNIV,MANAGER D,2
22793823,A,43525,F,E,27,F,Data Analyst C,340106,Data Analyst C,2,AP,NA,100,NA,3/2/2019,3/4/2019,3/5/2019,1,3,2,33867474,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
39621423,A,43773,F,E,23,F,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,11/5/2019,11/11/2019,11/15/2019,1,10,6,10090858,UP.STAF,UNIV,DIRECTOR E,0
10660166,A,43539,F,E,28,F,Bioinformatician A,340435,Bioinformatician A,2,AP,NA,100,NA,3/17/2019,3/18/2019,4/2/2019,1,16,1,61183306,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
84663870,A,43570,F,E,31,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,H-1B,100,NA,4/18/2019,4/19/2019,4/22/2019,1,4,1,10026975,UP.FAC,UNIV,"PROFESSOR, CLINICIAN-EDUC",0
67470223,A,43654,F,E,30,F,Manager Research Project B,120859,Manager Research Project B,2,AP,NA,100,NA,7/10/2019,7/11/2019,10/17/2019,1,99,1,10218942,UP.STAF,DUAL,ASSOCIATE DIRECTOR E,1
76788781,A,43617,F,E,36,F,Executive Assistant A,120462,Executive Assistant A,2,AP,NA,15.38,NA,6/5/2019,7/2/2019,1/0/1900,0,NA,27,10235882,HS.EMP,DUAL,Chief Operating Officer Ophtha,0
39023076,A,43678,F,E,33,M,Coordinator B,399115,Coordinator B,2,AP,NA,46.15,NA,8/13/2019,8/20/2019,1/0/1900,0,NA,7,10025808,UP.STAF,DUAL,DIRECTOR C,0
45932829,A,43678,F,E,24,M,Grants Manager A,355802,Grants Manager A,2,AP,NA,0,UPHS,8/20/2019,NA,1/0/1900,0,NA,NA,34231376,UP.STAF,DUAL,ADMINISTRATIVE AND FINANC,2
20620056,A,43579,F,E,40,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,6/1/2019,7/17/2019,8/6/2019,1,66,46,60209367,UP.STAF,DUAL,CLINICAL RESEARCH NURSE C,2
25748034,A,43703,F,E,51,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,9/12/2019,9/12/2019,10/17/2019,1,35,0,23273886,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
85556448,A,43697,F,E,29,M,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,9/24/2019,10/8/2019,11/11/2019,1,48,14,26874743,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
80985528,A,43325,F,E,30,M,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,11/19/2018,11/19/2018,11/21/2018,1,2,0,10180596,UP.STAF,UNIV,MANAGER C,2
50021199,A,43738,F,E,36,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,10/17/2019,10/17/2019,10/21/2019,1,4,0,10018388,UP.FAC,DUAL,ACADEMIC CLINICIAN ASSIST,0
36987020,A,43787,F,E,30,M,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,30.77,NA,11/19/2019,11/19/2019,1/0/1900,0,NA,0,73057327,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
38014765,A,43711,F,E,31,M,Accountant C,355002,Accountant C,2,AP,NA,100,NA,9/5/2019,9/5/2019,9/12/2019,1,7,0,77195153,UP.STAF,NA,MANAGER D,0
87867534,A,43370,F,E,56,M,Grants Coordinator B,355801,Grants Coordinator B,2,AP,NA,100,DUAL,1/8/2019,1/9/2019,1/9/2019,1,1,1,34184023,UP.STAF,UNIV,"MANAGER, ADMINISTRATION A",0
10016168,A,43370,F,E,53,F,Business Administrator B,130390,Business Administrator B,2,AP,NA,100,NA,9/11/2019,9/12/2019,9/19/2019,1,8,1,47190781,UP.STAF,UNIV,DIRECTOR E,0
22892876,A,43600,F,E,24,M,Bioinformatician A,340435,Bioinformatician A,2,AP,NA,100,NA,5/16/2019,5/17/2019,5/17/2019,1,1,1,61183306,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
68757383,A,43780,F,E,50,M,Resource Technologist C,320105,Resource Technologist C,2,AP,LPR,30.77,NA,11/13/2019,11/19/2019,1/0/1900,0,NA,6,24325571,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
74309030,A,43613,F,E,26,F,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,5/29/2019,6/5/2019,6/5/2019,1,7,7,10216988,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
56965025,A,43409,F,E,27,F,"Specialist, Clinical Data",320095,"Specialist, Clinical Data",2,AP,NA,100,NA,11/14/2018,11/15/2018,11/26/2018,1,12,1,10218942,UP.STAF,DUAL,ASSOCIATE DIRECTOR E,1
15819310,A,43617,F,E,25,F,Biostatistician,340450,Biostatistician,2,AP,F-1,0,NA,6/7/2019,NA,1/0/1900,0,NA,NA,10148108,UP.FAC,UNIV,"ASSOCIATE PROFESSOR, CLIN",1
54792923,A,43497,F,E,32,F,Bioinformatician B,340440,Bioinformatician B,2,AP,H-1B,100,NA,2/5/2019,2/13/2019,5/6/2019,1,90,8,10037037,UP.FAC,DUAL,PROFESSOR,0
55522416,A,43367,F,E,43,F,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,11/14/2018,11/19/2018,12/6/2018,1,22,5,86268315,UP.STAF,UNIV,DIRECTOR C,2
13757686,A,43584,F,E,53,F,Research Specialist C,320030,Research Specialist C,2,AP,NA,100,NA,4/26/2019,5/15/2019,7/16/2019,1,81,19,63688710,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
61260252,A,43535,F,E,27,M,Application Developer C,340059,Application Developer C,2,AP,NA,100,NA,3/12/2019,4/4/2019,4/4/2019,1,23,23,32287480,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
83191960,A,43780,F,E,24,M,Resource Technologist B,320103,Resource Technologist B,2,AP,NA,100,NA,11/12/2019,11/13/2019,11/25/2019,1,13,1,10037233,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,0
43479922,A,43696,F,E,28,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,8/20/2019,11/3/2019,11/4/2019,1,76,75,34204006,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",2
46172981,A,43770,F,E,46,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,NA,11/7/2019,11/7/2019,11/11/2019,1,4,0,10268310,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
14603563,A,43605,F,E,30,F,Social Worker,365056,Social Worker,2,AP,NA,100,NA,5/22/2019,5/30/2019,6/10/2019,1,19,8,15145108,UP.STAF,UNIV,ASSOCIATE DIRECTOR C,0
61449746,A,43703,F,E,32,F,Manager Research Project B,120859,Manager Research Project B,2,AP,NA,100,NA,8/27/2019,8/27/2019,8/28/2019,1,1,0,10037371,UP.FAC,UNIV,PROFESSOR,0
44707734,A,43563,F,E,35,F,Grants Coordinator B,355801,Grants Coordinator B,2,AP,NA,100,NA,4/9/2019,4/11/2019,4/15/2019,1,6,2,10060637,UP.STAF,DUAL,"DIRECTOR, FISCAL OPERATIO",0
65713996,A,43654,F,E,27,M,Resource Technologist B,320103,Resource Technologist B,2,AP,NA,100,NA,7/11/2019,7/12/2019,7/15/2019,1,4,1,24325571,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
72919125,A,41676,F,E,34,F,Executive Assistant A,120462,Executive Assistant A,2,AP,NA,0,UNIV,5/3/2019,NA,1/0/1900,0,NA,NA,10015453,UP.STAF,UNIV,ADMINISTRATIVE AND FINANC,0
73208043,A,43747,F,E,37,M,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,NA,10/15/2019,10/15/2019,10/17/2019,1,2,0,10265994,UP.STAF,UNIV,DIRECTOR E,1
84219568,A,43740,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,10/10/2019,10/10/2019,11/11/2019,1,32,0,22767810,UP.FAC,DUAL,PROFESSOR,0
10199310,A,43353,F,E,46,F,Research Specialist C,320030,Research Specialist C,2,AP,LPR,100,NA,12/7/2018,1/2/2019,3/27/2019,1,110,26,10119123,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
33363964,A,43787,F,E,28,F,Grants Coordinator B,355801,Grants Coordinator B,2,AP,NA,100,NA,11/19/2019,11/19/2019,11/21/2019,1,2,0,57534643,UP.STAF,DUAL,BUSINESS ADMINISTRATOR C,0
33961944,A,43717,F,E,52,F,"Research Investigator, Senior",320090,"Research Investigator, Senior",2,AP,NA,100,NA,9/10/2019,9/10/2019,9/22/2019,1,12,0,10033492,UP.FAC,UNIV,PROFESSOR,0
51443170,A,43479,F,E,39,F,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,1/15/2019,1/15/2019,1/16/2019,1,1,0,10090550,UP.STAF,DUAL,DIRECTOR E,0
68560171,L,43748,F,E,32,M,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,#N/A,6/4/2019,6/5/2019,6/6/2019,1,2,1,10280865,UP.STAF,DUAL,DIRECTOR D,0
60197627,A,43752,F,E,24,F,Research Specialist C,320030,Research Specialist C,2,AP,NA,23.08,NA,10/15/2019,10/15/2019,1/0/1900,0,NA,0,40104293,UP.STAF,UNIV,DIRECTOR D,0
10286989,A,43402,F,E,54,M,Research Specialist C,320030,Research Specialist C,2,AP,NA,100,NA,11/14/2018,11/19/2018,11/27/2018,1,13,5,66856476,UP.STAF,UNIV,DIRECTOR D,0
85045805,A,43770,F,E,33,F,Research Specialist D,320035,Research Specialist D,2,AP,H-1B,100,NA,11/4/2019,11/8/2019,11/8/2019,1,4,4,10152843,UP.STAF,DUAL,MANAGER C,0
81103042,A,43535,F,E,23,M,Application Developer B,340181,Application Developer B,2,AP,F-1,100,NA,3/12/2019,3/18/2019,3/18/2019,1,6,6,54266382,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
52195774,A,43617,F,E,39,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,NA,6/11/2019,6/12/2019,6/14/2019,1,3,1,10071842,UP.STAF,UNIV,DIRECTOR C,0
88921818,A,43689,F,E,39,F,Clinical Research Nurse C,315054,Clinical Research Nurse C,2,AP,NA,0,NA,8/11/2019,NA,1/0/1900,0,NA,NA,10001601,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
15383082,A,43423,F,E,33,F,Social Worker,365056,Social Worker,2,AP,NA,100,NA,11/21/2018,12/10/2018,12/20/2018,1,29,19,79016671,UP.STAF,UNIV,CLINICAL RESEARCH COORDIN,2
78945445,A,43731,F,E,29,F,Coordinator B,399115,Coordinator B,2,AP,NA,0,DUAL,10/3/2019,NA,1/0/1900,0,NA,NA,75782049,UP.STAF,DUAL,DIRECTOR D,0
52935447,A,43622,F,E,29,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,NA,6/7/2019,6/14/2019,6/17/2019,1,10,7,10130325,UP.STAF,UNIV,"RESEARCH INVESTIGATOR, SE",1
68267200,A,43388,F,E,27,M,Clinical Research Monitoring Specialist,120861,Clinical Research Monitoring Specialist,2,AP,NA,100,NA,11/14/2018,11/14/2018,11/26/2018,1,12,0,10055824,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,1
45798009,A,43487,F,E,37,F,"Research Investigator, Senior",320090,"Research Investigator, Senior",2,AP,NA,100,NA,1/23/2019,1/24/2019,1/24/2019,1,1,1,10091021,UP.FAC,UNIV,PROFESSOR,0
12146445,A,43628,F,E,42,F,Executive Assistant A,120462,Executive Assistant A,2,AP,NA,100,NA,6/13/2019,7/22/2019,7/23/2019,1,40,39,10021329,UP.STAF,DUAL,MANAGER D,2
17460527,A,43712,F,E,26,F,Grants Manager A,355802,Grants Manager A,2,AP,NA,0,NA,9/11/2019,NA,1/0/1900,0,NA,NA,75782049,UP.STAF,DUAL,DIRECTOR D,0
40947776,A,43479,F,E,52,F,"Research Investigator, Senior",320090,"Research Investigator, Senior",2,AP,NA,7.69,NA,1/15/2019,2/13/2019,1/0/1900,0,NA,29,38215626,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
73482921,A,43397,F,E,63,F,Staff Assistant C,399035,Staff Assistant C,2,AP,NA,0,NA,11/14/2018,NA,1/0/1900,0,NA,NA,10163994,UP.STAF,UNIV,DIRECTOR B,1
70689723,A,43361,F,E,25,M,Research Specialist C,320030,Research Specialist C,2,AP,NA,0,NA,11/14/2018,NA,1/0/1900,0,NA,NA,88420638,UP.STAF,UNIV,DIRECTOR D,2
21240393,A,43591,F,E,50,F,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,5/7/2019,5/10/2019,5/10/2019,1,3,3,86268315,UP.STAF,UNIV,DIRECTOR C,2
35886443,A,43654,F,E,30,M,Resource Technologist B,320103,Resource Technologist B,2,AP,NA,100,NA,7/11/2019,7/12/2019,7/15/2019,1,4,1,24325571,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
15446021,A,43525,F,E,48,M,Grants Manager A,355802,Grants Manager A,2,AP,NA,100,NA,3/1/2019,3/5/2019,3/8/2019,1,7,4,10136101,UP.STAF,DUAL,"MANAGER, ADMINISTRATION A",1
50293620,A,43712,F,E,33,M,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,7.69,NA,9/10/2019,9/12/2019,1/0/1900,0,NA,2,10136421,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
31906088,A,43647,F,E,27,F,Research Coordinator Senior,320085,Research Coordinator Senior,2,AP,NA,100,NA,7/11/2019,7/12/2019,10/25/2019,1,106,1,73450889,UP.STAF,UNIV,BUSINESS MANAGER C,1
78662958,A,43683,F,E,55,F,Manager C,130200,Manager C,2,AP,NA,0,UNIV,8/11/2019,NA,1/0/1900,0,NA,NA,44008217,UP.STAF,DUAL,COORDINATOR B,1
40940794,A,43617,F,E,29,F,Research Coordinator Senior,320085,Research Coordinator Senior,2,AP,NA,92.31,NA,6/25/2019,7/2/2019,1/0/1900,0,NA,7,70731697,UP.STAF,UNIV,DIRECTOR C,1
46709355,A,43678,F,E,36,F,Clinical Research Coordinator,399074,Clinical Research Coordinator,2,AP,NA,100,NA,9/12/2019,9/12/2019,9/20/2019,1,8,0,71087788,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
30188470,L,43743,F,E,34,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,#N/A,2/15/2019,2/19/2019,2/27/2019,1,12,4,12924995,HS.EMP,DUAL,Mgr Administration and Finance,0
55394017,A,43787,F,E,31,M,Coordinator C,399123,Coordinator C,2,AP,NA,30.77,NA,11/19/2019,11/19/2019,1/0/1900,0,NA,0,10090858,UP.STAF,UNIV,DIRECTOR E,0
12414274,A,43353,F,E,31,F,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,11/14/2018,11/26/2018,11/26/2018,1,12,12,10235094,HS.EMP,DUAL,Manager Research and Clinical,0
42371438,A,43360,F,E,31,F,Statistical Analyst B,340432,Statistical Analyst B,2,AP,NA,100,NA,11/14/2018,11/15/2018,11/28/2018,1,14,1,83705295,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,0
55017912,A,43787,F,E,26,F,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,7.69,NA,11/19/2019,11/20/2019,1/0/1900,0,NA,1,10280865,UP.STAF,DUAL,DIRECTOR D,0
64070354,A,43430,F,E,32,F,Research Specialist D,320035,Research Specialist D,2,AP,F-1,100,NA,11/27/2018,11/29/2018,12/18/2018,1,21,2,88420638,UP.STAF,UNIV,DIRECTOR D,2
45365077,A,43405,F,E,38,F,"Research Investigator, Senior",320090,"Research Investigator, Senior",2,AP,LPR,100,NA,11/14/2018,11/16/2018,12/21/2018,1,37,2,10091021,UP.FAC,UNIV,PROFESSOR,0
63918095,A,43521,F,E,63,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,2/26/2019,2/28/2019,3/1/2019,1,3,2,10283388,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
16857413,A,43731,F,E,28,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,2,AP,NA,30.77,NA,9/24/2019,9/26/2019,1/0/1900,0,NA,2,38548018,UP.STAF,UNIV,DIRECTOR E,2
46064206,A,43600,F,E,30,F,Manager Research Project B,120859,Manager Research Project B,2,AP,NA,100,NA,5/16/2019,5/16/2019,5/29/2019,1,13,0,10218942,UP.STAF,DUAL,ASSOCIATE DIRECTOR E,1
72023023,A,43731,F,E,32,M,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,9/26/2019,9/26/2019,9/26/2019,1,0,0,64862810,UP.STAF,DUAL,COUNSELING PSYCHOLOGIST C,0
38323722,A,43467,F,E,27,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,NA,1/3/2019,1/4/2019,1/4/2019,1,1,1,10001215,UP.FAC,DUAL,PROFESSOR,0
10001314,A,43672,F,E,42,M,"Research Investigator, Senior",320090,"Research Investigator, Senior",2,AP,NA,100,NA,7/27/2019,8/6/2019,8/13/2019,1,17,10,53250819,UP.FAC,UNIV,PROFESSOR,0
38375182,A,43766,F,E,29,M,Research Specialist C,320030,Research Specialist C,2,AP,NA,38.46,UNIV,10/29/2019,10/31/2019,1/0/1900,0,NA,2,10172626,UP.STAF,UNIV,DIRECTOR D,1
29454821,A,43598,F,E,44,F,Resource Technologist C,320105,Resource Technologist C,2,AP,NA,100,NA,5/14/2019,5/16/2019,5/28/2019,1,14,2,10114288,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,1
10916191,A,43773,F,E,28,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,11/6/2019,11/8/2019,11/11/2019,1,5,2,26811395,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
70772136,A,43563,F,E,23,F,Assistant Manager B,130085,Assistant Manager B,2,AP,NA,0,NA,4/9/2019,NA,1/0/1900,0,NA,NA,38722395,UP.STAF,UNIV,DIRECTOR B,0
41867483,A,43678,F,E,51,F,Manager Research Project B,120859,Manager Research Project B,2,AP,NA,100,NA,8/16/2019,8/28/2019,9/3/2019,1,18,12,10032261,UP.FAC,UNIV,RESEARCH ASSOCIATE PROFES,0
23148552,A,43479,F,E,29,F,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,1/15/2019,1/16/2019,1/17/2019,1,2,1,10090858,UP.STAF,UNIV,DIRECTOR E,0
20862633,A,43759,F,E,26,M,Clinical Research Nurse C,315054,Clinical Research Nurse C,2,AP,NA,100,NA,10/22/2019,10/24/2019,11/25/2019,1,34,2,10075720,UP.STAF,UNIV,DIRECTOR D,1
88467120,A,43696,F,E,27,F,Data Analyst C,340106,Data Analyst C,2,AP,NA,100,NA,8/23/2019,8/23/2019,8/26/2019,1,3,0,18432888,UP.STAF,DUAL,"DIRECTOR, CLINICAL TRIALS",1
63990129,A,43382,F,E,41,F,Manager Research Project B,120859,Manager Research Project B,2,AP,NA,100,UNIV,11/14/2018,11/16/2018,12/28/2018,1,44,2,82718762,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
57282117,A,43592,F,E,29,F,Communications Specialist,345201,Communications Specialist,2,AP,NA,100,NA,5/8/2019,5/10/2019,5/23/2019,1,15,2,81761272,UP.STAF,UNIV,DIRECTOR D,0
64953023,A,43472,F,E,30,M,Application Developer Senior,340183,Application Developer Senior,2,AP,NA,100,NA,1/8/2019,8/2/2019,8/2/2019,1,206,206,68726689,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
53510488,A,43613,F,E,23,F,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,7/5/2019,7/8/2019,7/8/2019,1,3,3,37329728,UP.STAF,UNIV,MANAGER C,0
31710007,A,43528,F,E,34,M,Resource Technologist B,320103,Resource Technologist B,2,AP,NA,100,NA,3/5/2019,3/11/2019,3/20/2019,1,15,6,34583716,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,1
25921754,A,43689,F,E,32,F,Counseling Psychologist B,365365,Counseling Psychologist B,2,AP,NA,100,NA,8/14/2019,8/21/2019,8/28/2019,1,14,7,71991188,UP.STAF,UNIV,COUNSELING PSYCHOLOGIST C,0
62145400,A,43494,F,E,37,M,Grants Manager A,355802,Grants Manager A,2,AP,NA,38.46,NA,2/1/2019,2/1/2019,1/0/1900,0,NA,0,32099241,UP.STAF,UNIV,ADMINISTRATIVE AND FINANC,1
86281640,A,43368,F,E,44,F,Data Analyst C,340106,Data Analyst C,2,AP,NA,100,NA,8/24/2019,9/18/2019,9/19/2019,1,26,25,10217612,UP.FAC,DUAL,PROFESSOR,0
55627650,A,43696,F,E,30,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,7.69,NA,8/20/2019,8/23/2019,1/0/1900,0,NA,3,12890295,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
70969979,A,43437,F,E,37,F,Manager Research Project B,120859,Manager Research Project B,2,AP,NA,100,NA,12/4/2018,12/5/2018,12/5/2018,1,1,1,10003134,UP.FAC,NA,"PROFESSOR, CLINICIAN-EDUC",2
10094337,A,43766,F,E,57,F,Research Specialist D,320035,Research Specialist D,2,AP,NA,100,NA,10/29/2019,11/4/2019,11/4/2019,1,6,6,10110912,UP.STAF,UNIV,DIRECTOR D,1
55187445,A,43598,F,E,37,F,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,5/14/2019,5/15/2019,5/15/2019,1,1,1,10199917,UP.STAF,UNIV,"DIRECTOR, FISCAL OPERATIO",2
17478286,A,43747,F,E,31,F,Coordinator C,399123,Coordinator C,2,AP,NA,100,NA,10/10/2019,10/16/2019,10/16/2019,1,6,6,10089905,UP.STAF,UNIV,DIRECTOR E,2
88089752,A,43773,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,38.46,NA,11/6/2019,11/13/2019,1/0/1900,0,NA,7,10079283,HS.EMP,DUAL,Dir Neurosurgery Clin Research,0
42392333,A,43619,F,E,46,M,"Research Investigator, Senior",320090,"Research Investigator, Senior",2,AP,NA,100,NA,6/4/2019,6/4/2019,6/10/2019,1,6,0,43073611,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
87318381,A,43668,F,E,28,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,69.23,NA,7/25/2019,7/25/2019,1/0/1900,0,NA,0,10192072,UP.FAC,UNIV,RESEARCH ASSOCIATE PROFES,0
19327938,A,43581,F,E,37,M,Research Specialist D,320035,Research Specialist D,2,AP,H-1B,100,NA,4/27/2019,4/30/2019,4/30/2019,1,3,3,30271646,UP.STAF,DUAL,DIRECTOR E,2
68531528,A,43521,F,E,29,F,Associate Director D,120417,Associate Director D,2,AP,NA,100,NA,2/26/2019,3/1/2019,3/4/2019,1,6,3,10037371,UP.FAC,UNIV,PROFESSOR,0
74821312,A,43535,F,E,30,F,Statistical Analyst A,340430,Statistical Analyst A,2,AP,NA,100,NA,3/12/2019,3/15/2019,3/15/2019,1,3,3,83705295,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,0
12874565,A,43770,F,E,25,M,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,11/4/2019,11/4/2019,11/7/2019,1,3,0,10125420,UP.FAC,UPHS,"FACULTY, PENDING",0
