Penn_ID_prsn,Emp_Status,Emp_ Status_Date,Full_Part_Time,Exempt_Status,Emp_Age,Emp_Gender,Primary_Position_Name,Primary_Job_Profile_ID,Primary_Job_Profile_Name,Salary_Code,Personnel_Class,Visa_Type,NSO_completion_percent,Supervisory_status,Assignment_Date,Completion_Date,NSO_Complete_Code,number_of_weeks,Manager_Penn_Id,SUP_Employee_Type,Supervisor_Domains,SUP_Job_Code_Description,SUP_Learning
74020355,A,4/8/2019,F,E,36,M,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,4/9/2019,4/10/2019,1,0.14,48332687,UP.STAF,UNIV,DIRECTOR B,2
60881946,A,3/18/2019,F,E,58,F,Associate Director E,120409,Associate Director E,3,AP,NA,100,NA,3/19/2019,3/29/2019,1,1.43,41821011,UP.STAF,UNIV,ASSOCIATE GENERAL COUNSEL,0
47690083,A,3/1/2019,F,E,25,F,Resource Technologist B,320103,Resource Technologist B,2,AP,NA,100,NA,3/2/2019,3/25/2019,1,3.29,55492781,UP.SRS,UNIV,No job record,2
24254262,A,3/4/2019,F,N,50,F,Research Administrative Coordinator,525689,Research Administrative Coordinator,1,SS,NA,100,NA,3/5/2019,3/15/2019,1,1.43,10072970,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,1
51311453,A,5/6/2019,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,9/5/2019,1/0/1900,0,-6244.71,33182790,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
18587535,A,10/1/2018,F,N,56,M,Laboratory Services Assistant B,415043,Laboratory Services Assistant B,1,SS,NA,100,NA,11/14/2018,11/26/2018,1,1.71,81935908,UP.STAF,UNIV,LABORATORY COORDINATOR,2
81856874,A,10/14/2019,F,E,30,F,Research Specialist D,320035,Research Specialist D,2,AP,NA,100,NA,10/26/2019,11/11/2019,1,2.29,10019916,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
48362817,A,11/4/2019,F,E,28,F,Grants Manager A,355802,Grants Manager A,2,AP,NA,0,NA,11/6/2019,1/0/1900,0,-6253.57,34184023,UP.STAF,UNIV,"MANAGER, ADMINISTRATION A",0
38417066,A,7/8/2019,F,E,25,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,7/11/2019,7/24/2019,1,1.86,36017331,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
74783760,A,6/10/2013,F,E,,,Information Technology Director,130211,Information Technology Director,NA,AP,NA,0,UNIV,1/28/2019,1/0/1900,0,-6213.29,10029538,UP.STAF,UNIV,INFORMATION TECHNOLOGY EX,0
22253509,A,9/23/2019,F,N,32,F,Administrative Coordinator,525458,Administrative Coordinator,2,SS,NA,100,NA,9/25/2019,10/17/2019,1,3.14,10166975,UP.STAF,UNIV,DIRECTOR B,2
22781893,A,9/3/2019,F,E,25,F,Data Analyst C,340106,Data Analyst C,2,AP,F-1,0,NA,10/21/2019,1/0/1900,0,-6251.29,10217612,UP.FAC,DUAL,PROFESSOR,0
76726419,A,1/23/2019,F,E,26,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,1/25/2019,1/29/2019,1,0.57,10107799,UP.FAC,UNIV,"ASSOCIATE PROFESSOR, CLIN",0
77918049,A,1/15/2019,F,E,39,M,Assistant Manager B,130085,Assistant Manager B,2,AP,NA,100,NA,1/18/2019,1/25/2019,1,1,10006914,UP.STAF,UNIV,MANAGER D,2
36793708,A,9/23/2019,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,0,NA,9/26/2019,1/0/1900,0,-6247.71,87287782,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
26886601,A,11/7/2019,F,E,33,F,Manager Research Project B,120859,Manager Research Project B,3,AP,NA,30.77,UNIV,11/8/2019,1/0/1900,0,-6253.86,56412870,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
22793823,A,3/1/2019,F,E,27,F,Data Analyst C,340106,Data Analyst C,2,AP,NA,100,NA,3/2/2019,3/5/2019,1,0.43,33867474,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
58445015,A,8/1/2019,F,E,38,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/7/2019,8/8/2019,1,0.14,75700400,UP.STAF,UNIV,CLINICAL RESEARCH COORDIN,0
60954833,A,6/3/2019,F,N,22,M,Clinical Research Assistant A,420068,Clinical Research Assistant A,1,SS,NA,100,NA,6/4/2019,6/10/2019,1,0.86,10117353,HS.EMP,UNIV,Physicians Asst Research,0
10161489,A,10/29/2018,F,E,51,F,Director F,120322,Director F,4,AP,NA,0,UNIV,11/14/2018,1/0/1900,0,-6202.57,10037199,UP.FAC,DUAL,PROFESSOR,1
39548718,A,11/13/2018,F,N,28,F,"Technician, Research Laboratory B",420065,"Technician, Research Laboratory B",1,SS,NA,30.77,NA,6/19/2019,1/0/1900,0,-6233.57,15087911,UP.FAC,DUAL,RESEARCH ASSISTANT PROFES,3
46384004,A,10/29/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,10/31/2019,11/13/2019,1,1.86,79669601,UP.FAC,DUAL,PROFESSOR,0
41299525,A,2/1/2019,F,E,24,M,Grants Coordinator A,355800,Grants Coordinator A,1,AP,NA,100,NA,2/5/2019,2/13/2019,1,1.14,34231376,UP.STAF,DUAL,ADMINISTRATIVE AND FINANC,2
30462277,A,4/10/2019,F,E,23,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,4/11/2019,4/12/2019,1,0.14,60643708,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
84661531,A,9/9/2019,F,E,28,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,9/10/2019,10/2/2019,1,3.14,10268698,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
16285403,A,5/1/2019,F,E,28,M,Research Specialist B,320020,Research Specialist B,1,AP,H-1B,100,NA,5/16/2019,6/4/2019,1,2.71,52455243,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
44357846,A,1/14/2019,F,E,24,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,9/19/2019,1/0/1900,0,-6246.71,62470816,UP.FAC,UNIV,"PROFESSOR, CLINICIAN-EDUC",0
39621423,A,11/4/2019,F,E,23,F,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,11/5/2019,11/15/2019,1,1.43,10090858,UP.STAF,UNIV,DIRECTOR E,0
10660166,A,3/15/2019,F,E,28,F,Bioinformatician A,340435,Bioinformatician A,2,AP,NA,100,NA,3/17/2019,4/2/2019,1,2.29,61183306,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
84663870,A,4/15/2019,F,E,31,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,H-1B,100,NA,4/18/2019,4/22/2019,1,0.57,10026975,UP.FAC,UNIV,"PROFESSOR, CLINICIAN-EDUC",0
82816079,A,10/7/2019,F,E,24,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,10/8/2019,10/10/2019,1,0.29,83428133,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
15229148,A,8/21/2018,F,E,28,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,7/2/2019,7/2/2019,1,0,10018032,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
64145931,A,8/8/2019,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/10/2019,8/12/2019,1,0.29,62547253,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
25718905,A,11/14/2011,F,E,49,F,"Director, Administrative Affairs",110186,"Director, Administrative Affairs",4,AP,NA,0,UNIV,6/4/2019,1/0/1900,0,-6231.43,10063756,UP.STAF,UNIV,EXECUTIVE DIRECTOR C,0
32204248,A,6/1/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/4/2019,6/4/2019,1,0,65513445,UP.FAC,UNIV,RESEARCH ASSISTANT PROFES,0
80434264,A,6/14/2019,F,E,24,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,6/16/2019,7/3/2019,1,2.43,10152864,UP.FAC,DUAL,RESEARCH ASSISTANT PROFES,0
45809272,A,9/24/2019,F,E,33,F,Associate Director E,120409,Associate Director E,4,AP,NA,46.15,NA,9/28/2019,1/0/1900,0,-6248,37923847,UP.STAF,UNIV,DIRECTOR D,0
67470223,A,7/8/2019,F,E,30,F,Manager Research Project B,120859,Manager Research Project B,2,AP,NA,100,NA,7/10/2019,10/17/2019,1,14.14,10218942,UP.STAF,DUAL,ASSOCIATE DIRECTOR E,1
59530416,A,9/23/2019,F,N,22,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,9/24/2019,9/25/2019,1,0.14,10104095,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",1
76788781,A,6/1/2019,F,E,36,F,Executive Assistant A,120462,Executive Assistant A,2,AP,NA,15.38,NA,6/5/2019,1/0/1900,0,-6231.57,10235882,HS.EMP,DUAL,Chief Operating Officer Ophtha,0
24239961,A,8/19/2019,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,9/10/2019,1/0/1900,0,-6245.43,56062517,UP.STAF,DUAL,CLINICAL RESEARCH COORDIN,1
39023076,A,8/1/2019,F,E,33,M,Coordinator B,399115,Coordinator B,2,AP,NA,46.15,NA,8/13/2019,1/0/1900,0,-6241.43,10025808,UP.STAF,DUAL,DIRECTOR C,0
45932829,A,8/1/2019,F,E,24,M,Grants Manager A,355802,Grants Manager A,2,AP,NA,0,UPHS,8/20/2019,1/0/1900,0,-6242.43,34231376,UP.STAF,DUAL,ADMINISTRATIVE AND FINANC,2
44195030,A,1/7/2019,F,N,32,M,"Technician, Cagewash B",420181,"Technician, Cagewash B",1,SS,NA,100,NA,1/8/2019,1/21/2019,1,1.86,86193809,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
50970341,A,7/8/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/18/2019,7/22/2019,1,0.57,10226396,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
63486262,A,1/9/2019,F,N,37,F,Financial Administrative Coordinator,525384,Financial Administrative Coordinator,2,SS,NA,100,NA,1/11/2019,1/23/2019,1,1.71,10015734,UP.STAF,UNIV,MANAGER D,1
89642623,A,11/4/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/6/2019,11/14/2019,1,1.14,10042562,UP.FAC,DUAL,PROFESSOR,0
88766997,A,7/1/2019,F,E,33,M,Business Administrator A,130380,Business Administrator A,1,AP,NA,100,NA,7/4/2019,7/17/2019,1,1.86,10086979,HS.EMP,DUAL,Director Research Admin,1
16437265,A,3/5/2019,F,E,44,M,Grants Manager B,355803,Grants Manager B,3,AP,NA,100,NA,3/14/2019,3/25/2019,1,1.57,10199917,UP.STAF,UNIV,"DIRECTOR, FISCAL OPERATIO",2
68920933,A,7/15/2019,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,11/13/2019,1/0/1900,0,-6254.57,26634535,UP.STAF,UNIV,RESEARCH SPECIALIST D,2
86604937,A,11/11/2019,F,E,34,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,11/12/2019,11/13/2019,1,0.14,10079283,HS.EMP,DUAL,Dir Neurosurgery Clin Research,0
48416904,A,6/1/2019,F,E,22,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,0,NA,6/4/2019,1/0/1900,0,-6231.43,44027089,UP.FAC,UNIV,RESEARCH ASSOCIATE PROFES,0
44778186,A,6/14/2019,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,UNIV,6/16/2019,6/17/2019,1,0.14,60643708,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
20620056,A,4/24/2019,F,E,40,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,6/1/2019,8/6/2019,1,9.43,60209367,UP.STAF,DUAL,CLINICAL RESEARCH NURSE C,2
10193687,A,10/1/2018,F,E,54,F,Research Specialist C,320030,Research Specialist C,1,AP,NA,100,NA,11/14/2018,12/6/2018,1,3.14,10117436,UP.FAC,DUAL,PROFESSOR,0
10231736,A,8/16/2019,F,NA,55,,Academic Coordinator,525362,Academic Coordinator,NA,SS,NA,0,NA,8/21/2019,1/0/1900,0,-6242.57,10039943,UP.FAC,UNIV,PROFESSOR,0
31736825,A,10/1/2019,F,E,36,M,Application Developer C,340059,Application Developer C,3,AP,H-1B,0,NA,10/2/2019,1/0/1900,0,-6248.57,54266382,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
64630703,A,7/1/2019,F,N,42,F,Administrative Coordinator,525458,Administrative Coordinator,2,SS,NA,7.69,NA,7/11/2019,1/0/1900,0,-6236.71,10200923,UP.STAF,DUAL,ADMINISTRATIVE COORDINATO,0
73645715,A,10/1/2018,F,E,45,M,Medical Physicist C,399021,Medical Physicist C,4,AP,NA,0,NA,11/14/2018,1/0/1900,0,-6202.57,10199260,UP.STAF,UNIV,ASSISTANT CHIEF OF MEDICA,1
64349833,A,7/15/2019,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,46.15,NA,7/17/2019,1/0/1900,0,-6237.57,10119755,UP.STAF,UNIV,DIRECTOR B,0
37022494,A,9/23/2019,F,E,25,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,30.77,NA,9/24/2019,1/0/1900,0,-6247.43,10100509,UP.STAF,UNIV,DIRECTOR D,0
75573901,A,3/12/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,46.15,NA,3/13/2019,1/0/1900,0,-6219.57,45003381,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
70266359,A,2/7/2019,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/6/2019,7/30/2019,1,7.71,10142159,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
72569435,A,7/22/2019,F,E,28,F,Research Specialist A,320015,Research Specialist A,1,AP,F-1,100,NA,8/1/2019,8/19/2019,1,2.57,10024232,UP.FAC,UNIV,RESEARCH ASSISTANT PROFES,0
56354254,A,9/16/2019,F,E,43,F,Associate Director E,120409,Associate Director E,4,AP,NA,0,DUAL,9/17/2019,1/0/1900,0,-6246.43,10090966,UP.FAC,DUAL,"PROFESSOR, CLINICIAN-EDUC",0
20235952,A,11/1/2019,F,E,23,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,11/6/2019,11/21/2019,1,2.14,45109187,UP.FAC,UPHS,ASSISTANT PROFESSOR,0
71290032,A,3/22/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,5/22/2019,1/0/1900,0,-6229.57,67974517,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
55210061,A,7/1/2019,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/5/2019,7/9/2019,1,0.57,22727091,UP.FAC,UPHS,"ASSOCIATE PROFESSOR, CLIN",0
33892742,A,10/1/2019,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,10/3/2019,11/1/2019,1,4.14,10003134,UP.FAC,NA,"PROFESSOR, CLINICIAN-EDUC",2
13527296,A,9/17/2018,F,E,29,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,30.77,NA,2/23/2019,1/0/1900,0,-6217,10029207,UP.FAC,DUAL,"PROFESSOR, CLINICIAN-EDUC",0
73851671,A,11/4/2019,F,N,26,M,Administrative Coordinator,525458,Administrative Coordinator,1,SS,NA,100,NA,11/5/2019,11/19/2019,1,2,10251972,UP.STAF,UNIV,MANAGER B,2
20684215,A,9/25/2018,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,8/3/2019,1/0/1900,0,-6240,80768193,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
62665020,A,4/18/2019,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,6/19/2019,1/0/1900,0,-6233.57,27593156,UP.FAC,DUAL,PROFESSOR,0
14795233,A,1/7/2019,F,E,22,M,Grants Coordinator A,355800,Grants Coordinator A,1,AP,NA,53.85,NA,1/9/2019,1/0/1900,0,-6210.57,34231376,UP.STAF,DUAL,ADMINISTRATIVE AND FINANC,2
17157539,A,5/17/2019,F,E,23,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/4/2019,7/5/2019,1,4.43,10090682,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",1
25748034,A,8/26/2019,F,E,51,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,9/12/2019,10/17/2019,1,5,23273886,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
85556448,A,8/20/2019,F,E,29,M,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,9/24/2019,11/11/2019,1,6.86,26874743,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
85134572,A,5/13/2019,F,E,35,F,Associate Director C,120602,Associate Director C,3,AP,NA,100,NA,5/15/2019,5/16/2019,1,0.14,48332687,UP.STAF,UNIV,DIRECTOR B,2
51061983,A,7/1/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,7/11/2019,1/0/1900,0,-6236.71,17918349,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
48418594,A,6/12/2019,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,UNIV,7/27/2019,1/0/1900,0,-6239,43590768,UP.FAC,DUAL,"ASSISTANT PROFESSOR, CLIN",0
29262108,A,2/4/2019,F,N,23,F,Administrative Coordinator,525458,Administrative Coordinator,1,SS,NA,100,NA,2/5/2019,2/6/2019,1,0.14,70831836,HS.EMP,DUAL,Division Administrator,0
20129318,A,12/10/2018,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/8/2019,8/28/2019,1,2.86,57111210,UP.STAF,DUAL,"MANAGER, ADMINISTRATION A",1
65735928,A,10/1/2018,F,N,32,F,Administrative Coordinator,525458,Administrative Coordinator,1,SS,NA,100,NA,11/14/2018,12/13/2018,1,4.14,50537271,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,1
80985528,A,8/13/2018,F,E,30,M,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,11/19/2018,11/21/2018,1,0.29,10180596,UP.STAF,UNIV,MANAGER C,2
50021199,A,9/30/2019,F,E,36,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,10/17/2019,10/21/2019,1,0.57,10018388,UP.FAC,DUAL,ACADEMIC CLINICIAN ASSIST,0
46056557,A,3/11/2019,F,E,24,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,11/4/2019,1/0/1900,0,-6253.29,83329363,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
56383784,A,7/15/2019,F,E,25,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,0,NA,7/19/2019,1/0/1900,0,-6237.86,10187659,UP.FAC,DUAL,PROFESSOR,0
81610154,A,6/1/2019,F,E,25,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,6/5/2019,1/0/1900,0,-6231.57,55699770,UP.FAC,DUAL,PROFESSOR,0
73864294,A,10/14/2019,F,N,25,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,15.38,NA,10/16/2019,1/0/1900,0,-6250.57,46172981,UP.STAF,NA,MANAGER RESEARCH PROJECT,0
61732155,A,6/10/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,8/3/2019,1/0/1900,0,-6240,78945445,UP.STAF,DUAL,COORDINATOR B,1
83939937,A,6/5/2019,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/14/2019,6/21/2019,1,1,10013374,UP.FAC,UNIV,PROFESSOR,0
76577163,A,9/1/2019,F,E,24,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,9/10/2019,9/11/2019,1,0.14,61183306,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
78827701,A,5/6/2019,F,N,29,M,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,5/7/2019,5/9/2019,1,0.29,85795378,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
25236421,A,7/1/2019,F,E,29,M,Research Coordinator Senior,320085,Research Coordinator Senior,1,AP,NA,100,NA,7/11/2019,7/12/2019,1,0.14,39819580,UP.STAF,UNIV,BIOSTATISTICIAN,1
22225283,A,9/2/2019,F,E,35,M,"Research Investigator, Senior",320090,"Research Investigator, Senior",4,AP,NA,0,UNIV,9/3/2019,1/0/1900,0,-6244.43,54262010,UP.FAC,DUAL,PROFESSOR,0
11228000,A,6/3/2019,F,N,23,F,"Technician, Research Laboratory C",420070,"Technician, Research Laboratory C",1,SS,NA,100,NA,6/4/2019,6/4/2019,1,0,40025733,UP.FAC,UNIV,POSTDOCTORAL RESEARCHER,0
82672524,A,2/1/2019,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,2/5/2019,2/11/2019,1,0.86,10002897,UP.FAC,UNIV,PROFESSOR,0
36987020,A,11/18/2019,F,E,30,M,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,30.77,NA,11/19/2019,1/0/1900,0,-6255.43,73057327,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
46347795,A,4/30/2019,F,N,23,F,Laboratory Animal Assistant,420168,Laboratory Animal Assistant,1,SS,NA,100,NA,6/16/2019,6/19/2019,1,0.43,10201570,UP.STAF,UNIV,RESEARCH SPECIALIST C,0
38014765,A,9/3/2019,F,E,31,M,Accountant C,355002,Accountant C,2,AP,NA,100,NA,9/5/2019,9/12/2019,1,1,77195153,UP.STAF,NA,MANAGER D,0
73241689,A,4/29/2019,F,E,66,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,5/3/2019,5/7/2019,1,0.57,10181409,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
10205297,A,8/12/2019,F,E,43,F,Counseling Psychologist C,365367,Counseling Psychologist C,4,AP,NA,100,NA,8/19/2019,8/26/2019,1,1,10090430,UP.FAC,DUAL,ACADEMIC CLINICIAN ASSOCI,0
86506428,A,11/5/2018,F,E,37,F,Grants Manager B,355803,Grants Manager B,3,AP,NA,100,NA,11/5/2019,11/13/2019,1,1.14,32099241,UP.STAF,UNIV,ADMINISTRATIVE AND FINANC,1
87867534,A,9/27/2018,F,E,56,M,Grants Coordinator B,355801,Grants Coordinator B,2,AP,NA,100,DUAL,1/8/2019,1/9/2019,1,0.14,34184023,UP.STAF,UNIV,"MANAGER, ADMINISTRATION A",0
36420105,A,1/24/2019,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,6/19/2019,1/0/1900,0,-6233.57,29119138,UP.STAF,NA,DIRECTOR C,0
84202640,A,4/22/2019,F,N,27,F,Administrative Coordinator,525458,Administrative Coordinator,1,SS,NA,100,NA,4/24/2019,5/6/2019,1,1.71,47571583,UP.STAF,UNIV,DIRECTOR B,1
19943231,A,10/1/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,10/8/2019,10/9/2019,1,0.14,10016203,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
87454128,A,4/25/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,6/12/2019,1/0/1900,0,-6232.57,12534388,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
10714544,A,7/22/2019,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,30.77,NA,8/7/2019,1/0/1900,0,-6240.57,22767810,UP.FAC,DUAL,PROFESSOR,0
85525751,A,10/1/2018,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/14/2018,12/19/2018,1,5,44365182,UP.FAC,NA,"ASSISTANT PROFESSOR, CLIN",0
88562706,A,8/5/2019,F,E,26,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/8/2019,8/8/2019,1,0,23893704,UP.STAF,DUAL,CLINICAL RESEARCH COORDIN,0
10016168,A,9/27/2018,F,E,53,F,Business Administrator B,130390,Business Administrator B,2,AP,NA,100,NA,9/11/2019,9/19/2019,1,1.14,47190781,UP.STAF,UNIV,DIRECTOR E,0
23070101,A,4/8/2019,F,N,30,M,Office Administrative Assistant B,525379,Office Administrative Assistant B,1,SS,NA,100,NA,4/9/2019,4/16/2019,1,1,10019352,UP.STAF,UNIV,"DIRECTOR, FISCAL OPERATIO",2
45645317,A,6/1/2019,F,E,29,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/4/2019,6/13/2019,1,1.29,10239468,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
13100959,A,11/1/2019,F,E,34,F,Academic Clinician Assistant Professor,276016,Academic Clinician Assistant Professor,4,FA,NA,0,NA,11/4/2019,1/0/1900,0,-6253.29,10031832,UP.FAC,UNIV,PROFESSOR,0
20575835,A,9/23/2019,F,E,24,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,9/24/2019,10/4/2019,1,1.43,59930499,UP.FAC,UNIV,RESEARCH ASSISTANT PROFES,0
35906533,A,8/5/2019,F,E,25,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,8/7/2019,8/8/2019,1,0.14,76056107,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,1
79259586,A,6/10/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,23.08,NA,6/11/2019,1/0/1900,0,-6232.43,10111965,UP.STAF,UNIV,DIRECTOR D,2
37577229,A,8/1/2019,P,NA,17,F,Research Administrative Coordinator,525689,Research Administrative Coordinator,NA,SS,NA,100,#N/A,8/8/2019,8/9/2019,1,0.14,10040463,UP.FAC,DUAL,PROFESSOR,0
37419226,A,10/22/2018,F,E,25,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,30.77,NA,11/14/2018,1/0/1900,0,-6202.57,80768193,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
22892876,A,5/15/2019,F,E,24,M,Bioinformatician A,340435,Bioinformatician A,2,AP,NA,100,NA,5/16/2019,5/17/2019,1,0.14,61183306,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
64751071,A,10/1/2019,P,NA,24,,Clinical Research Assistant A,420068,Clinical Research Assistant A,NA,SS,NA,0,#N/A,10/2/2019,1/0/1900,0,-6248.57,21752512,UP.STAF,UNIV,CLINICAL RESEARCH COORDIN,0
17843002,A,1/31/2019,F,N,23,F,Administrative Assistant B,525625,Administrative Assistant B,1,SS,NA,100,NA,2/2/2019,2/4/2019,1,0.29,50902283,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
40677640,A,11/12/2018,F,N,32,F,Administrative Coordinator,525458,Administrative Coordinator,1,SS,NA,100,NA,11/14/2018,6/19/2019,1,31,38777873,UP.STAF,UNIV,EXECUTIVE ASSISTANT A,0
